Species,abbrev,lm_id,name,Exceptions,charmm36,concentration
CL 70:4,CL 70:4,LMGP12010709,"CL(1'-[18:2(9Z,12Z)/18:0],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:4,CL 70:4,LMGP12010764,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[16:0/18:0])",False,NA,0.0
CL 70:4,CL 70:4,LMGP12011093,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:0/16:0])",False,NA,0.0
CL 70:4,CL 70:4,LMGP12010048,"CL(1'-[16:0/18:0],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:4,CL 70:4,LMGP12010514,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010565,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010670,"CL(1'-[18:2(9Z,12Z)/16:0],3'-[18:1(9Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12011159,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[16:0/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010775,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010135,"CL(1'-[16:0/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010024,"CL(1'-[16:0/16:0],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010100,"CL(1'-[16:0/18:1(9Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010460,"CL(1'-[18:1(9Z)/16:0],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010084,"CL(1'-[16:0/18:1(9Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010199,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12011089,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[16:0/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010130,"CL(1'-[16:0/18:2(9Z,12Z)],3'-[18:1(9Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12011099,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:1(9Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010469,"CL(1'-[18:1(9Z)/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010745,"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010675,"CL(1'-[18:2(9Z,12Z)/16:0],3'-[18:2(9Z,12Z)/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010444,"CL(1'-[18:1(9Z)/16:0],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010765,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[16:0/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010730,"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010109,"CL(1'-[16:0/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010550,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010189,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010039,"CL(1'-[16:0/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])",False,NA,0.0
CL 70:5,CL 70:5,LMGP12010619,"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010766,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010685,"CL(1'-[18:2(9Z,12Z)/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010120,"CL(1'-[16:0/18:2(9Z,12Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010660,"CL(1'-[18:2(9Z,12Z)/16:0],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010205,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010781,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12011090,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12011195,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)],3'-[16:0/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010145,"CL(1'-[16:0/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010190,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:2(9Z,12Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010835,"CL(1'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010136,"CL(1'-[16:0/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12011105,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:2(9Z,12Z)/16:0])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010030,"CL(1'-[16:0/16:0],3'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010676,"CL(1'-[18:2(9Z,12Z)/16:0],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 70:6,CL 70:6,LMGP12010040,"CL(1'-[16:0/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010776,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010496,"CL(1'-[18:1(9Z)/18:0],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010405,"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010090,"CL(1'-[16:0/18:1(9Z)],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010566,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010075,"CL(1'-[16:0/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010110,"CL(1'-[16:0/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010240,"CL(1'-[18:0/16:0],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010316,"CL(1'-[18:0/18:1(9Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010255,"CL(1'-[18:0/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010325,"CL(1'-[18:0/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010480,"CL(1'-[18:1(9Z)/18:0],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010741,"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:1(9Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010625,"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011165,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[18:0/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010746,"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:2(9Z,12Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010531,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010526,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[18:1(9Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010060,"CL(1'-[16:0/18:0],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010706,"CL(1'-[18:2(9Z,12Z)/18:0],3'-[18:1(9Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011095,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:0/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011100,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:1(9Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010300,"CL(1'-[18:0/18:1(9Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010771,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:0/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010195,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010505,"CL(1'-[18:1(9Z)/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011125,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[16:0/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011135,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[18:1(9Z)/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010351,"CL(1'-[18:0/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010450,"CL(1'-[18:1(9Z)/16:0],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010556,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[18:0/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010415,"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/16:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010711,"CL(1'-[18:2(9Z,12Z)/18:0],3'-[18:2(9Z,12Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010346,"CL(1'-[18:0/18:2(9Z,12Z)],3'-[18:1(9Z)/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010561,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/18:1(9Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010200,"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12011160,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[16:0/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010736,"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:0/18:2(9Z,12Z)])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010470,"CL(1'-[18:1(9Z)/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])",False,NA,0.0
CL 72:5,CL 72:5,LMGP12010620,"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:0])",False,NA,0.0
diHexCer 34:1;2,Hex2Cer 34:1;O2,LMSP0509AA01,NA,True,NA,0.0
diHexCer 34:1;2,Hex2Cer 34:1;O2,LMSP0501AB03,LacCer(d18:1/16:0),True,NA,0.0
diHexCer 34:1;2,Hex2Cer 34:1;O2,LMSP0501AD01,NA,True,NA,0.0
diHexCer 40:1;2,Hex2Cer 40:1;O2,LMSP0509AA04,NA,True,NA,0.0
diHexCer 40:1;2,Hex2Cer 40:1;O2,LMSP0501AD04,NA,True,NA,0.0
diHexCer 40:1;2,Hex2Cer 40:1;O2,LMSP0501AB06,LacCer(d18:1/22:0),True,NA,0.0
diHexCer 42:1;2,Hex2Cer 42:1;O2,LMSP0501AB21,LacCer(d18:0/24:1),True,NA,0.0
diHexCer 42:1;2,Hex2Cer 42:1;O2,LMSP0509AA05,NA,True,NA,0.0
diHexCer 42:1;2,Hex2Cer 42:1;O2,LMSP0501AD05,NA,True,NA,0.0
diHexCer 42:1;2,Hex2Cer 42:1;O2,LMSP0501AB07,LacCer(d18:1/24:0),True,NA,0.0
diHexCer 42:2;2,Hex2Cer 42:2;O2,LMSP0501AD07,NA,True,NA,0.0
diHexCer 42:2;2,Hex2Cer 42:2;O2,LMSP0501AB09,LacCer(d18:1/24:1(15Z)),True,NA,0.0
diHexCer 42:2;2,Hex2Cer 42:2;O2,LMSP0509AA07,NA,True,NA,0.0
diHexCer 42:3;2,NA,NA,NA,False,NA,0.0
GM2 34:1;2,Hex(2)-HexNAc-NeuAc-Cer 34:1;O2,LMSP0601AM01,GM2(d18:1/16:0),True,NA,0.0
GM2 34:1;2,Hex(2)-HexNAc-NeuAc-Cer 34:1;O2,LMSP0601EK01,NA,True,NA,0.0
GM3 34:0;2,NA,NA,NA,False,NA,0.0336590200864919
GM3 34:1;2,NeuAcHex2Cer 34:1;O2,LMSP0601AJ01,GM3(d18:1/16:0),True,NA,0.0918088782413783
GM3 42:2;2,NeuAcHex2Cer 42:2;O2,LMSP0601AJ07,GM3(d18:1/24:1(15Z)),True,NA,0.0
HexCer 32:0;2,HexCer 32:0;O2,LMSP0501AA28,GlcCer(d18:0/14:0),True,NA,0.0049187184062004
HexCer 34:0;2,HexCer 34:0;O2,LMSP0501AA04,GlcCer(d18:0/16:0),True,NA,0.0050313783174454
HexCer 34:0;2,HexCer 34:0;O2,LMSP0501AC11,GalCer(d18:0/16:0),True,NA,0.0050313783174454
HexCer 34:1;2,HexCer 34:1;O2,LMSP0501AC01,GalCer(d18:1/16:0),True,NA,0.0287249679361521
HexCer 34:1;2,HexCer 34:1;O2,LMSP0501AA49,GlcCer(d16:1/18:0),True,NA,0.0287249679361521
HexCer 34:1;2,HexCer 34:1;O2,LMSP0501AA03,GlcCer(d18:1/16:0),True,NA,0.0287249679361521
HexCer 34:1;2,HexCer 34:1;O2,LMSP0501AA42,GlcCer(d14:1/20:0),True,NA,0.0287249679361521
HexCer 34:3;2,HexCer 34:3;O3,LMSP05010095,Chrysogeside C,True,NA,0.0
HexCer 34:3;2,HexCer 34:3;O3,LMSP05010096,Chrysogeside A,True,NA,0.0
HexCer 36:0;2,HexCer 36:0;O2,LMSP0501AA19,GlcCer(d18:0/18:0),True,NA,0.0
HexCer 36:1;2,HexCer 36:1;O2,LMSP0501AC02,GalCer(d18:1/18:0),True,NA,0.0
HexCer 36:1;2,HexCer 36:1;O2,LMSP0501AA50,GlcCer(d16:1/20:0),True,NA,0.0
HexCer 36:1;2,HexCer 36:1;O2,LMSP0501AA05,GlcCer(d18:1/18:0),True,NA,0.0
HexCer 36:1;2,HexCer 36:1;O2,LMSP0501AA29,GlcCer(d18:0/18:1(9Z)),True,NA,0.0
HexCer 36:1;2,HexCer 36:1;O2,LMSP0501AA43,GlcCer(d14:1/22:0),True,NA,0.0
HexCer 40:1;2,HexCer 40:1;O2,LMSP0501AA07,GlcCer(d18:1/22:0),True,NA,0.0013672918669552
HexCer 40:1;2,HexCer 40:1;O2,LMSP0501AA51,GlcCer(d16:1/24:0),True,NA,0.0013672918669552
HexCer 40:1;2,HexCer 40:1;O2,LMSP0501AC04,GalCer(d18:1/22:0),True,NA,0.0013672918669552
HexCer 42:1;2,HexCer 42:1;O2,LMSP0501AC05,GalCer(d18:1/24:0),True,NA,0.0065212293183819
HexCer 42:1;2,HexCer 42:1;O2,LMSP0501AA22,GlcCer(d18:0/24:1(15Z)),True,NA,0.0065212293183819
HexCer 42:1;2,HexCer 42:1;O2,LMSP05010127,Mooreaside A,True,NA,0.0065212293183819
HexCer 42:1;2,HexCer 42:1;O2,LMSP0501AA09,GlcCer(d18:1/24:0),True,NA,0.0065212293183819
HexCer 42:2;2,HexCer 42:2;O2,LMSP0501AA08,GlcCer(d18:1/24:1(15Z)),True,NA,0.0023017543077479
HexCer 42:2;2,HexCer 42:2;O2,LMSP0501AC07,GalCer(d18:1/24:1(15Z)),True,NA,0.0023017543077479
LPA 16:0,LPA 16:0,LMGP10050042,PA(0:0/16:0),False,NA,0.0286345922548958
LPA 16:0,LPA 16:0,LMGP10050006,PA(16:0/0:0),False,NA,0.0286345922548958
LPA 16:0,LPA 16:0,LMGP10050041,1-palmitoylglycerol 3-phosphate,False,NA,0.0286345922548958
LPA 18:0,LPA 18:0,LMGP10050005,PA(18:0/0:0),False,NA,0.0208632625801141
LPA 18:0,LPA 18:0,LMGP10050043,PA(0:0/18:0),False,NA,0.0208632625801141
LPA 18:2,LPA 18:2,LMGP10050017,"PA(18:2(9Z,12Z)/0:0)",False,NA,0.0
LPA 18:2,LPA 18:2,LMGP10050044,"PA(0:0/18:2(9Z,12Z))",False,NA,0.0
LPC 14:0,LPC 14:0,LMGP01050012,PC(14:0/0:0),False,NA,0.0387580758456542
LPC 14:0,LPC 14:0,LMGP01050073,PC(0:0/14:0),False,NA,0.0387580758456542
LPC 16:0,LPC 16:0,LMGP01050074,PC(0:0/16:0),False,NA,0.104807416031315
LPC 16:0,LPC 16:0,LMGP01050018,PC(16:0/0:0),False,NA,0.104807416031315
LPC 16:0,LPC 16:0,LMGP01050113,PC(16:0/0:0)[rac],False,NA,0.104807416031315
LPC 16:1,LPC 16:1,LMGP01050022,PC(16:1(9Z)/0:0),False,NA,0.14699321088177
LPC 16:1,LPC 16:1,LMGP01050021,PC(16:1(9E)/0:0),False,NA,0.14699321088177
LPC 18:0,LPC 18:0,LMGP01050026,PC(18:0/0:0),False,NA,0.0
LPC 18:0,LPC 18:0,LMGP01050076,PC(0:0/18:0),False,NA,0.0
LPC 18:1,LPC 18:1,LMGP01050114,PC(18:1(9Z)/0:0)[rac],False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050030,PC(18:1(9E)/0:0),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050079,PC(0:0/18:1(6Z)),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050032,PC(18:1(9Z)/0:0),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050082,PC(0:0/18:1(9Z)),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050080,PC(0:0/18:1(9E)),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050029,PC(18:1(6Z)/0:0),False,NA,0.177990389363272
LPC 18:1,LPC 18:1,LMGP01050138,PC(18:1(11Z)/0:0),False,NA,0.177990389363272
LPC 18:2,LPC 18:2,LMGP01050034,"PC(18:2(2E,4E)/0:0)",False,NA,0.0119588324525795
LPC 18:2,LPC 18:2,LMGP01050035,"PC(18:2(9Z,12Z)/0:0)",False,NA,0.0119588324525795
LPC 20:1,LPC 20:1,LMGP01050131,PC(20:1(11Z)/0:0),False,NA,0.0
LPC 20:1,LPC 20:1,LMGP01050146,PC(20:1(13Z)/0:0),False,NA,0.0
LPC 20:1,LPC 20:1,LMGP01050047,PC(20:1(9Z)/0:0),False,NA,0.0
LPC 20:3,LPC 20:3,LMGP01050133,"PC(20:3(8Z,11Z,14Z)/0:0)",False,NA,0.0
LPC 20:3,LPC 20:3,LMGP01050139,"PC(20:3(5Z,8Z,11Z)/0:0)",False,NA,0.0
LPCO- 16:0,LPC O-16:0,LMGP01060010,PC(O-16:0/0:0),True,NA,2.76407582684988e-05
LPCO- 16:1,LPC O-16:1,LMGP01070006,PC(P-16:0/0:0),True,NA,0.0008954302334203
LPCO- 16:1,LPC O-16:1,LMGP01060028,PC(O-16:1(11Z)/0:0),True,NA,0.0008954302334203
LPCO- 16:1,LPC O-16:1,LMGP01060031,PC(O-16:1(9Z)/0:0),True,NA,0.0008954302334203
LPCO- 16:1,LPC O-16:1,LMGP01060047,PC(O-16:1(3Z)/0:0),True,NA,0.0008954302334203
LPCO- 16:1,LPC O-16:1,LMGP01060048,PC(O-16:1(4Z)/0:0),True,NA,0.0008954302334203
LPCO- 16:1,LPC O-16:1,LMGP01060029,PC(O-16:1(9E)/0:0),True,NA,0.0008954302334203
LPCO- 18:1,LPC O-18:1,LMGP01060039,PC(O-18:1(9Z)/0:0),True,NA,0.0002483329333489
LPCO- 18:1,LPC O-18:1,LMGP01070009,PC(P-18:0/0:0),True,NA,0.0002483329333489
LPCO- 18:1,LPC O-18:1,LMGP01060045,PC(O-18:1(3Z)/0:0),True,NA,0.0002483329333489
LPCO- 18:1,LPC O-18:1,LMGP01060034,PC(O-18:1(11Z)/0:0),True,NA,0.0002483329333489
LPCO- 18:1,LPC O-18:1,LMGP01060046,PC(O-18:1(4Z)/0:0),True,NA,0.0002483329333489
LPCO- 18:2,LPC O-18:2,LMGP01070012,PC(P-18:1(9Z)/0:0),True,NA,0.002576675729705
LPCO- 18:3,NA,NA,NA,False,NA,0.0
LPCO- 20:0,LPC O-20:0,LMGP01060041,PC(O-20:0/0:0),True,NA,0.0
LPCO- 20:2,NA,NA,NA,False,NA,0.0
LPCO- 20:3,NA,NA,NA,False,NA,0.0003145315632124
LPCO- 22:2,NA,NA,NA,False,NA,0.0
LPCO- 22:4,NA,NA,NA,False,NA,0.0004812590731904
LPCO- 22:5,NA,NA,NA,False,NA,0.0
LPCO- 22:6,NA,NA,NA,False,NA,0.0
LPE 16:0,LPE 16:0,LMGP02050002,PE(16:0/0:0),False,NA,0.0152066224717274
LPE 16:0,LPE 16:0,LMGP02050036,PE(0:0/16:0),False,NA,0.0152066224717274
LPE 16:1,LPE 16:1,LMGP02050037,PE(0:0/16:1(9Z)),False,NA,0.0656336079376319
LPE 16:1,LPE 16:1,LMGP02050010,PE(16:1(9Z)/0:0),False,NA,0.0656336079376319
LPE 18:0,LPE 18:0,LMGP02050001,PE(18:0/0:0),False,NA,0.0047546159091217
LPE 18:0,LPE 18:0,LMGP02050038,PE(0:0/18:0),False,NA,0.0047546159091217
LPE 18:1,LPE 18:1,LMGP02050064,PE(18:1(11Z)/0:0),False,NA,0.103655870169535
LPE 18:1,LPE 18:1,LMGP02050004,PE(18:1(9Z)/0:0),False,NA,0.103655870169535
LPE 18:1,LPE 18:1,LMGP02050040,PE(0:0/18:1(9Z)),False,NA,0.103655870169535
LPE 18:1,LPE 18:1,LMGP02050039,PE(0:0/18:1(11Z)),False,NA,0.103655870169535
LPE 18:2,LPE 18:2,LMGP02050041,"PE(0:0/18:2(9Z,12Z))",False,NA,0.0043326104339049
LPE 18:2,LPE 18:2,LMGP02050011,"PE(18:2(9Z,12Z)/0:0)",False,NA,0.0043326104339049
LPE 20:0,LPE 20:0,LMGP02050045,PE(0:0/20:0),False,NA,0.0
LPE 20:0,LPE 20:0,LMGP02050012,PE(20:0/0:0),False,NA,0.0
LPE 20:1,LPE 20:1,LMGP02050046,PE(0:0/20:1(11Z)),False,NA,0.0064011230267649
LPE 20:1,LPE 20:1,LMGP02050020,PE(20:1(11Z)/0:0),False,NA,0.0064011230267649
LPE 20:3,LPE 20:3,LMGP02050048,"PE(0:0/20:3(11Z,14Z,17Z))",False,NA,0.010761832321402
LPE 20:3,LPE 20:3,LMGP02050065,"PE(20:3(11Z,14Z,17Z)/0:0)",False,NA,0.010761832321402
LPE 20:3,LPE 20:3,LMGP02050050,"PE(0:0/20:3(8Z,11Z,14Z))",False,NA,0.010761832321402
LPE 20:3,LPE 20:3,LMGP02050049,"PE(0:0/20:3(5Z,8Z,11Z))",False,NA,0.010761832321402
LPE 20:3,LPE 20:3,LMGP02050066,"PE(20:3(5Z,8Z,11Z)/0:0)",False,NA,0.010761832321402
LPE 20:3,LPE 20:3,LMGP02050022,"PE(20:3(8Z,11Z,14Z)/0:0)",False,NA,0.010761832321402
LPE 20:4,LPE 20:4,LMGP02050009,"PE(20:4(5Z,8Z,11Z,14Z)/0:0)",False,NA,0.0548229338981817
LPE 20:4,LPE 20:4,LMGP02050052,"PE(0:0/20:4(8Z,11Z,14Z,17Z))",False,NA,0.0548229338981817
LPE 20:4,LPE 20:4,LMGP02050051,"PE(0:0/20:4(5Z,8Z,11Z,14Z))",False,NA,0.0548229338981817
LPE 20:4,LPE 20:4,LMGP02050067,"PE(20:4(8Z,11Z,14Z,17Z)/0:0)",False,NA,0.0548229338981817
LPE 20:5,LPE 20:5,LMGP02050053,"PE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))",False,NA,0.0256244825561377
LPE 20:5,LPE 20:5,LMGP02050027,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",False,NA,0.0256244825561377
LPE 22:0,LPE 22:0,LMGP02050025,PE(22:0/0:0),False,NA,0.0
LPE 22:0,LPE 22:0,LMGP02050054,PE(0:0/22:0),False,NA,0.0
LPE 22:1,LPE 22:1,LMGP02050068,PE(22:1(13Z)/0:0),False,NA,0.0
LPE 22:1,LPE 22:1,LMGP02050055,PE(0:0/22:1(13Z)),False,NA,0.0
